지금, 만나러 갑니다
10,삼가 고인의 명복을 빕니다.
10,그곳에선 행복하세요..
10,영화 제목 그대로 지금, 만나러 갑니디.
10,다케우치 유코,, 제가 잊지 못할 영화를 연기해주셔서 감사합니다. 편히 잠드소서..
8,Rest in peace.
10,중학교때 처음 이 영화를 알게되고 인생영화로 남아있었는데.. 여주인공 다케유치 유코 배우의 비보 듣자마자 이 영화부터 생각이 났네요.. 삼가 고인의 명복을 빕니다.. 정말 좋아했어요 당신의 환한 미소와 좋은 연기 절대 잊지 않겠습니다. 비의 계절때마다 생각날 것 같네요. 그곳에선 아픔없이 행복하세요.
10,운명을 넘어선 사랑, 나는 나를 바칠 수 있을정도로 누군가를 사랑할 수 있을지
10,처음에는 그저 뻔한 얘기겠지했습니다. 하지만 후반부에는 완전히 몰입하며 왜 자꾸 눈물이 나는 지 한참을 울었네요. 꾸밈없이 완벽한 스토리와 개연성이 정말 인생에서 손에 꼽을 작품이었어요ㅠㅠ
10,너무 슬프고 감독적이에요 ㅜㅜ
10,이렇게 감동적인 영화는 첨 입니다 일년치를 울었습니다 가족 원작이 낫네요
10,
10,내 인생 최고의 명작...
10,모든면에서 완전 최고!
10,잔잔한 이야기,잔잔한 음악 그 후에 점차 밀려오는 슬픔
8,일본 정통 로맨스답다. 비가 오니, 영화가 더 아름답고 사랑스럽다.
10,인생 영화. 내 운명을 알면서도, 그 운명을 거스를 방법도 알면서도. 사랑하는 이의 곁으로 가는 아름다운 사랑을 그린 영화.
10,모든게 완벽한 영화다,,, 20년 동안 영화 보면서 처음으로 눈물이 주루룩 ㅠㅠ
8,"판타지이지만, 짧은 순간이라도 저렇게 누군가를 만나봤으면,," 라고 생각이 들 정도로 공감되는 영화!!
10,단연코 내인생최고의 영화
10,아카이브 별에서 들려오는 슬프고도 아름다운 사랑이야기.스스로 선택한 사랑이야기가 더욱 슬프게 만듭니다. 리메이크작도 원작도.모두 훌륭하네요.
10,이거 보고 안운 사람 있을까 티비서 하길레 생각 없이 보다 눈물이 왕창 ㄷㄷ
10,대학시절 책으로 읽었던 작품을 우연하게 와이프 덕분에 영화로도 있다는 사실을 알고 가슴이 벅차 와이프와 함께 봤던 영화입니다. 이 영화로 인해 저의 삶은 큰 변화가 있었어요. 감사합니다. 잊지 않겠습니다. 전 사랑하는 아내 영란과 사랑하는 4남매 해리 세라 매리 루이 꼭 지키겠습니다. 가슴 따뜻한 남편, 가슴 따뜻한 아빠가 되겠습니다.
10,엔딩장면에서의 '스키요..' 아직도 ost와 함께 제 마음을 울리고있네요ㅠㅠㅠ
9,
10,
10,직접 봐야함 10점 만점 와 감동의
10,말이 필요없음 그냥 끝내주는 영화
10,와 진짜 ㄹㅈㄷ영화 눈물 콧물 다뺌한국판 보러감
10,아 다 좋은데 여운이 너무 강하게 남는다 본뒤로 계속 가슴 먹먹해지는 기분인데 이게 좋은건진 모르겠.. 어찌 됐건 결말이 결국 이별이라 더 그런가? 사실 엔딩 15분만 없었으면 그냥 잔잔하고 슬픈 영화 한편 봤다 생각하겠는데 알고보니 여주도 학창시절부터 남주를 짝사랑 하고 있었고 자신이 죽는 미래를 봤지만 사랑을 선택하고 만나러가는 엔딩 15분을 보는순간 이 영화를 보면서 느꼈던 슬픔 감동 애틋함등등의 모든 감정들이 5배는 강렬해짐 덕분에 앞서 말했듯 여운이 너무 강하게 남는 바람에 어제 밤에 본게 오늘도 계속 생각나서 일생생활 지장 생기는중
10,와...ㅠㅠ 이런 뜻이었구나
10,소름인건 둘이 실제 결혼했다 이혼함
10,일본 특유의 감성을 잘 드러낸것 같아요. 매년 여름 보는 인생영화입니다.
10,인생영화
10,러브 레터는 소 뒷걸음칠 지다가 쥐잡은 우연의 산물이 아니었구나.명작...
10,제일좋아하는영화ㅜㅜ원작이 젤좋음 진짜ㅠㅠ 다섯번넘게봤는데도 또보고 또볼영화ㅠㅠ 첫장면 케이크아저씨 지나가는것만봐도 눈물줄줄ㅜ
10,하아.. 정말로 오랜만이야.  나의 마음을 이정도까지 움직인건
10,다 보고 나면 예고편만 봐도 눈물이 뚝 뚝 떨어지는 영화.
10,펑펑 울었어요 ㅠㅠㅠ 너무 감동적 ,, 꼭 보세요 !!
10,이거 안봤다? 그럼 겸상하면 안됨
10,2번째봤는데 처음부터 먹먹하더라..이런글 안남기는데 휴유증이 너무심해ㅠㅠ 난 차갑고 안슬퍼하는 무뚝뚝한 남자라고 생각했는데  이영화는 진짜..말이필요없다
10,
10,장마철 비오는 날 밤에 꼭 봐야하는 영화
7,비오는 장마철에 생각나는 감성
10,나이 먹고 몇년이 지나도 너무 완벽한 영화
10,이거보고 한동안 우울했는데;
10,한국판도 재미있었는데 원작의 그 느낌은 잊을 수가 없다. 그 아련함과 일본 특유의 감성.
10,비오는 날이면 가끔 생각나는 영화
9,저런 여자를 두고 바람 핀 남자 주인공
10,개인적으로 일본 멜로물 중 최고.다케우치 유코의 매력 최고.영화보시고 원작소설 읽어보시길 추천드려요.지금까지 한 30번 이상은 봤는데.매년 장마철에 한번은 꼭 보게 되는거 같아요.지금도 보고와서 평점 달아봅니다.
10,역대급이다 진짜 최고 무조건봐라 일본영화 원탑
10,볼 때마다 우는 영화. ost, 가사만 봐도 가슴이 미어진다.
10,다  좋았다   남자주인공   표정   ㅂㅅ같은것만  빼고
10,눈물 치트키....두번째 출석합니다
10,
10,나의 두번째 감상평입니다. 저는 완벽한 영화에다가만 평을 남깁니다.
10,스토리가 레전드네 러브레터도 스토리레전든데 좋은영화 굳 클래식,내머릿속지우개 감성굳궂
10,다시봐도 또눈물...
10,처음 이 영화본지도 4년 전이네요.그때나 지금이나 너무 감동적이에요.
10,태어나서 처음 평점남겨봅니다. 고딩때 본 뒤로 매년 장마철마다 봅니다. 오늘도 하루종일 비가 내려 이 영화가 생각나 오랜만에 봤는데 감동이 여전하네요. 꼭 보세요 이 영화의 아름다운 영상과 ost를 따라올 영화가 또 있나 싶네요
10,중학교 3학년때 지금으로 부터 16년전 이거보고 울었다 ㄹㅇ 그냥 너무 슬퍼서 펑펑 울었다. 이 영화 말고 다른 영화 보다 운적 없었다....
10,나도 내 남은 평생에 이런 사랑을 경험할 수 있을까?더 노력해야겠다. 좋은 사람이 될 수 있도록
10,처음봤을때는 마지막에 눈물흘리고 두번째 봤을때는 엄마등장과 동시에 눈물흘리고 세번째봤을때는 처음부터 끝까지 눈물흘림..
10,
10,볼때마다 설레는 영화 .딸들 커서 꼭 같이 다시 볼게요~^^
10,끝이 정해져 있는 사랑이라도 지금, 만나러 갑니다.
6,기억을 잃은채 돌아온 아내가 밥이랑 청소, 빨래부터 하고, 도쿄에서 대학 나왓지만 당신의 아내로 살기만 한다면 행복하다고 말하는 쳐답답한 일본 여자들의 낮은 인권을 보여주는 영화. 지리멸렬. 끝에 약간의 반전이 있어서 그나마 좀 다르다 느낌
10,내 인생영화가 재개봉을 한다니 진짜 하필 여름 장마철에 나와서 너무너무 행복하고 벌써부터 내 마음을 울린다우ㅠ유ㅠㅠㅠㅠ
10,초등학교때 선생님이 틀어주셨던 영화반 아이들이 다 눈물을 흘렸던 영화 성인이 된 지금 다시 보아도 영화는 여전히 아름답다.이쯤만 되면 생각 난다.내가 제일 좋아하는 영화처음 봤을때 만큼의 감동은 없지만 그래도 잔잔하게 울리는 감동은 여전하다.OST만 들으면 눈물이 나는 영화
10,15년이 지나고 보니 다른 느낌의 명작
10,망설임도 그리움도 사랑도 난 당신의 모든 순간을 함께 했었어요. 설령 그 끝을 알더라도 난 당신만을 사랑할테니 지금, 당신을 만나러 갑니다.
10,내 인생최고의 영화
10,보고 또 보고, 다시보고
3,나도 감독이나 할까. 이런 수준따위 멜로평점이 이렇게 높아서야.. 타이타틱 보면 늬들 다 기절하겠다.
10,
10,15년간 일부러 안본눈이였다가 오늘 못참고 봤다.  너무 감동적이고 멋있다.
10,자신의 결말을 알면서도 사랑하는 이를 위해 자신의 인생을 버린다.. 정말 얼굴뿐만 아니라 마음까지 지구 최강의 여성이다. 이상형이 다케우치 유코가 되어버린 전설적인 영화. 몇 년전에 봤다가 다시 보니 그 때는 몰랐던 스토리 전개가 완전히 이해가 된다. 정말 이 영화는 주기적으로 복습해줘야 한다.. 다케우치 유코... 이런 사람이랑 살고 싶다.
10,세월이 흘러도 가슴에 계속 머물러있는 영화마음이 편해지는 영상과 음악, 다케우치 유코의 여신급 비주얼에 로맨스를 넘어 가족애까지 담은 명작.영화 외적인 스토리가 이 영화의 감상에 영향을 끼치지 않길 바라며..
10,이 영화를 이제 와서 본게 후회가 된다
10,
10,중학생때 처음 접했던 영화 아무것도 모르는 나이였음에도 정말 슬프고 기억에 남았던 영화였는데15년이 지난 후 다시 봐도 명작...
10,일본 감성의 진수를 보여주는 영화 너무 슬프고 감동적임...
10,운명된 사랑과, 진실된 사랑. 이 둘은 짧게 만났지만 타인들은 평생 못 할 사랑을 하고 갔다.
10,아련한 OST는 지금도 가장 좋아하는 피아노곡중 하나이고 찐한 사랑을 느낄 수 있어 감동적인 영화
10,아이오....손 시려
10,이것보다 아름다운 사랑은 없다
10,오랜만에 폭풍오열하면서 본 영화ㅠㅠ
10,
10,영화 초반부분에 ost전주들으면 소름돋는 영화비가 오는 날만 되면 넷플릭스로 영화 틀고시간을 넘어서만 하루종일 듣는..내 인생의 많은 부분을 바꿔준 영화
10,비오는계절..사랑하고 싶다..
10,그냥 명작입니다 이건 전세계에서 리메이크한대도원작은 이길수없을겁니다10번은 본 영화지만 보면볼수록 감동과 여운이 남는 영화
10,비가 올 때면 생각나는 영화.
10,말이 필요없는 명작입니다. 배경이 너무 아름답고 따뜻하고 먹먹한 감정이 드네요 최고입니다
10,
10,진짜 여운이 계속 남는 영화다...
10,
10,푸르른 녹색빛 장마는 나의 마음을 적셨다
10,안구건조증 있는 분들 추천 드림.눈물, 콧물 줄줄 흘리게 됨.
10,나와 같은 상황에 처한 남주인공의 상대에 대한 미안한 마음과 그 마음으로 포기해야 하는 것이 너무 공감되어 슬펐다.
10,이걸 이제야 봤네...감동적이다 너무나
10,내 인생 영화 중 가장 최고
9,스토리 연결이 조금 매끄럽지 못한 부분이 있어서 감점요소가 있었지만소중한 사람들과의 삶은 죽음도 아깝지 않은 값진 것이고 의미가 있다오늘 죽어도 아깝지 않은 가족을 만들고 싶다
10,이 영화는 미친영화입니다... 이런 사랑이 찾아온다면 너무 좋을것 같아요 ㅎㅎㅎ 영화 보시는 분들 모두 행복하시길 바랍니다 ^_^
10,정말 가슴이 아련하다 이토록 가슴 아픈 로맨스는 본 적이 없는 것 같다
10,왜 이 작품을 지금 보았을까가 아니라 이 작품을 지금봐서, 지금이라도 봐서 다행이라생각한다.. 여느 영화들과 달리 눈물의 농도가다르다.. 슬퍼서 흘린 눈물은 금방 가시지만이 영화를 보고 흘린 눈물처럼 행복이 담겨있는눈물은 내가 죽어서도 잊을 수 있을까 싶다.현재에서 후년... 또 그 후년에 보아도 항상 행복한 눈물을 흘릴 수 있을것 같다
10,배우들의 캐스팅도 좋았고 스토리도 참 감동깊고 재밌었습니다.실제로도 사랑하는 사람과 저렇게 한번이라도 다시 만나게 된다면 얼마나 행복할지 생각해보게 되는 느낌이 있더라고요.추억의 명작영화여서 다시 봐도 지겹지않고 울게 됬습니다.
10,영화를 보는내내 마음을 설레이게 만들어준 영화..
10,오늘도 비가 와서 이 영화가 땡겨서 혼자 방에서 봤어요. 너무 감동이고 눈물이 ㅠㅠ유우지는 지금 어떻게 컸을가요.. 잘생기고 귀여워ㅠ미치겠어요 ㅠㅠ
10,어릴땐 몰랐는데 지금보니알겠다. 보고싶어도 못보는게 얼마나슬픈 일인것을..
10,누군가 너에게 사랑을 물어본다면 “지금 만나로 갑니다”라도 대답하세요 저는 눈물 때문에 자막도 못 읽었습니다
10,그냥 계속 울면서 보는 영화....
10,소소하지만 큰감동을 준 .. 재밌었어요.
10,안보면 후회할뻔
10,사랑의 아름다움과 소중함 -인생에서 남녀의 사랑은 가장 행복하고 영원한 것 -사랑하는 애인을 찾고 싶은 영화 - 가족의 소중함을 깨닫게 하여 주는 영화 - 헐리우드 액션영화는 따라올 수 없는 감동최고의 영화다
10,
10,
10,몇번을 보아도 눈물이 멈추지 않아요. 지금, 만나러 갑니다
10,
10,
10,진짜 이 영화 감독은 천재인게 느껴진다
8,말도 안 되는 스토리이긴 하지만 일본식 감성과 풍경이 너무 좋다 소소하면서 따뜻한 일본식 감성이 난 참 좋았다
10,비 오는 영화
10,15년이 지난 영화지만 정말 잘만들었네요.
10,습습한 기운이 올라오고 비가 내릴때면 생각나는 영화.일본만의 감성이 돋보이고 특유의 연출이 너무 맘에 들었고, 또 소설원작이니 스토리탄탄한건 기본에 배우들의 연기력까지 괜찮았던 작품. 울고싶을 때마다 꺼내보는 영화...
10,말이필요없다.후반부 내모든가슴을 울렸다.ㅠ
10,감사합니다 이런 영화를 제작해주셔서 또 출연해주셔서
10,이 영화를 왜 이제서야 봤을까-비와 함께 나타나서 비와 함께 가버렸지만 지금 만나러 갑니다-
